District,Baby Food Liquid,Baby Food Solid,Others,Date
Dibrugarh,"0.00-Q, 532.00-Pkt","6418.00-Pkt, 0.00-Q, 399.00-Kg",Tarpaulin sheets-23.00-Pieces; Halogen Tablets-1000.00-Pieces; Water Pouch-4800.00-Pkt; NADCC Tablet-7100.00-Pieces,01-07-2022
Dima-Hasao,0.00-Q,0.00-Pkt,Onion-652.50-Kg; Biscuit-1232.00-Pkt; Milk-47.00-L; Potato-66.00-Kg; Candle-186.00-Pkt; Match Box-795.00-Pkt; M. Repellent-457.00-Pkt; Bathing Soap-423.00-Pkt; Dettol-6.00-Pieces,01-07-2022
Hailakandi,"270.00-Pkt, 0.00-Q",0.00-Q,Candle-20.00-Pkt; Match box-5.00-Pkt; Water Purification Tablets-6000.00-Pieces; Water Packets-1250.00-Pkt; Tarpaulin-20.00-Pieces; Water Purification tablets-2000.00-Pieces,01-07-2022
Biswanath,0.00-Q,0.00-Q,Flatten Rice( Chira)-0.54-Q; Jaggery ( Gur)-0.10-Q; Milk-3.20-L; Biscuit-20.00-Pkt; Tarpaulin-12.00-Pieces; Chana-0.20-Q; Soyabeen-0.05-Q,01-07-2022
Lakhimpur,0.00-Q,"0.00-Q, 11.00-Pkt",Tarpaulin-1566.00-Pieces; Concentrate Feed (Cattle Feed)-4.50-Q; Tarpaulin -338.00-Pieces; Potato-30.00-Kg; Soyabean-2.00-Kg; Onion-10.00-Kg; Candle-15.00-Pkt; Biscuit-30.00-Pkt; Disposable Plate & Glass-300.00-Pieces; Haldi-1.00-Kg; Dry Chilli-0.50-Kg; Bread-30.00-Pkt,01-07-2022
Morigaon,0.00-Q,0.00-Q,Sanitary Napkin-490.00-Q; Water Pouch-3000.00-Q; HTW-7.00-Q; Temporary Toilets -4.00-Q; Chemical Packets-600.00-Q; Halogen Tablets-2000.00-Q; Tarpoulin-122.00-Pieces,01-07-2022
Majuli,0.00-Q,0.00-Q,Helogen Tab-1000.00-Pieces,01-07-2022
Karimganj,"135.00-Pkt, 0.00-Q","100.00-Pkt, 0.00-Q",MOSQUITO COIL-15.00-Pkt; MATCH BOX-15.00-Pkt; CANDLE-30.00-Pkt; BLEACHING POWER-15.00-Pkt; Water Purification Tablet-3925.00-Pkt; Chemical Packets-9560.00-Pkt; Water Pouch-1150.00-Pkt; Lime & Bleaching Powder Pouch-1775.00-Pkt; Hydrochloride Solution-80.00-L; 0-0.00-Q,01-07-2022
Karbi Anglong West,400.00-L,2000.00-Pkt,Sanitary Napkins-2000.00-Pkt,01-07-2022
Kamrup,0.00-Q,0.00-Q,,01-07-2022
Hojai,0.00-Q,0.00-Q,Water-564.00-L; Sanitary Pad-30.00-Pkt; Candle-16.00-Pkt; Phenyl-16.00-Pieces; Bleaching Powder-16.00-Pkt,01-07-2022
Biswanath,0.00-Q,0.00-Q,,02-07-2022
Sonitpur,0.00-Q,0.00-Q,Chira-25.26-Q; Gur-4.75-Q,02-07-2022
Sivasagar,234.50-L,234.50-Kg,Sugar (against baby food)-118.00-Kg; Sanitary Napkin-1330.00-Pkt; Phenyl-1980.00-Pieces,02-07-2022
Nagaon,0.00-Q,0.00-Q,HTW-1.00-Pieces; Tube Well-15.00-Pieces,02-07-2022
Cachar,0.00-Q,0.00-Q,Mortien -13.00-Pkt; Candle -13.00-Pkt,02-07-2022
Lakhimpur,"0.00-Q, 1819.00-Pkt",21.83-Q,Concentrated Cettle Feed Godrej Supreme-105.00-Q; Halogen Tablet (PHE)-8000.00-Pkt; Water Pouch (PHE)-11000.00-Pkt; Jaggery (Gur)-5.46-Q; Chira-16.24-Q; tarpaulin-1000.00-Pieces,02-07-2022
Charaideo,0.00-Pkt,0.00-Pkt,,02-07-2022
Morigaon,0.00-Q,0.00-Q,Chemical Packets-500.00-Q; Halogen Tablets-4000.00-Q; Water Pouch -4000.00-Q,02-07-2022
Chirang,0.00-Q,103.00-Pkt,Candle-383.00-Pkt; Potato-2.37-Q; Onion-79.00-Kg; Chilli-20.00-Kg; Soyabean-39.50-Kg; Soap-40.00-Pieces; Tarpaulin-18.00-Pieces,02-07-2022
Darrang,0.00-Q,"0.00-Q, 756.00-Pkt",0-0.00-Q,02-07-2022
Dhemaji,0.00-Q,0.00-Q,Tarpaulin-210.00-Pieces,02-07-2022
Tamulpur,0.00-Q,0.00-Q,,02-07-2022
Dima-Hasao,1.00-Pkt,0.00-Q,Onion-8.00-Kg; Milk-1.50-L; Match Box-10.00-Pkt; M. Repellent-13.00-Pkt; Soap-16.00-Pieces; Phenyl-2.00-L,02-07-2022
Karimganj,0.00-Q,0.00-Q,Wheat Bran-150.00-Q; HALOGEN TABLET-2500.00-Pieces; CHEMICAL PACKETS (50 GRAMS)-1200.00-Pkt; WATER POUCH (300 ML)-5000.00-Pkt; HYPOCHLORITE SOLUTION-10.00-Pieces; LIME BLEACHING MIXTURE (500GRAM POUCH)-40.00-Pkt; Water Purification Tablet-3825.00-Pkt; Chemical Packets-6950.00-Pkt; Water Pouch-300.00-Pkt; Lime & Bleaching Powder Pouch-1550.00-Pkt; Hydrochloride Solution-25.00-L,02-07-2022
Dibrugarh,"0.00-Q, 1151.00-Pkt","0.00-Q, 744.50-Kg",Bleaching Powder-59.00-Kg; Halogen Tablet-2400.00-Pieces; Water Pouches-2500.00-Pkt; NADCC Tablet-9000.00-Pieces; Water Pouch-1500.00-Pkt; Water Pouch-4000.00-Pieces; Halogen Tablets-500.00-Pieces; Soyabean-12.00-Pkt; Potato-52.00-Kg; Green veg-14.00-Kg; Bread-50.00-Pkt; Turmeric powder -2.10-Kg; Horlicks-41.00-Pkt; Lemon-12.00-Pieces; Onion-40.00-Kg; Mosquito coil-10.00-Pieces; Mineral water-70.00-L,02-07-2022
Hailakandi,0.00-Q,0.00-Q,,02-07-2022
Nagaon,0.00-Q,0.00-Q,,03-07-2022
Sivasagar,0.00-Q,0.00-Q,,03-07-2022
Sonitpur,0.00-Q,0.00-Q,,03-07-2022
Tinsukia,0.00-Q,0.00-Q,O-0.00-Q,03-07-2022
Lakhimpur,0.00-Q,0.00-Q,Tarpaulin -250.00-Pieces,03-07-2022
Kamrup,0.00-Q,0.00-Q,Tarpaulin-500.00-Q,03-07-2022
Karimganj,0.00-Q,0.00-Q,0-0.00-Q; Water Purification Tablet-3025.00-Pkt; Chemical Packets-5795.00-Pkt; Lime & Bleaching Pouch-800.00-Pkt,03-07-2022
Dibrugarh,"3904.00-Pkt, 0.00-Q","1142.90-Kg, 0.00-Q",NADCC Tablet-2000.00-Pieces; Water Pouch-1000.00-Pkt; Halogen Tablets-500.00-Pieces; Candle-43.00-Pkt; Match box-1.00-Pkt; Haldhi-0.50-Kg; Potato-10.00-Kg; Onion-5.00-Kg; Sanitary pads -27.00-Pkt; Soyabean -10.00-Pkt; Vegetable -10.00-Kg; Lemon-5.00-Pieces; Copy-28.00-Pieces; Pen-28.00-Pieces,03-07-2022
Cachar,0.00-Q,0.00-Q,,03-07-2022
Biswanath,0.00-Q,0.00-Q,,03-07-2022
Morigaon,"0.00-Q, 2000.00-Pkt","0.00-Q, 568.50-Kg",Chemical Packets-520.00-Q; Halogen Tablets -3000.00-Q; Water Pouch-3000.00-Q; Temporary Toilet -7.00-Q; Temporary HTW-17.00-Q,03-07-2022
Hailakandi,0.00-Q,0.00-Q,Water Purification Tablets-5000.00-Pieces,03-07-2022
Goalpara,0.00-Q,0.00-Q,Tarpaulin-1000.00-Pieces,03-07-2022
Lakhimpur,0.00-Q,0.00-Q,Concentrated cattle feed Godrej Supreme-32.50-Q; Tarpaulin-3000.00-Pieces,04-07-2022
Karimganj,"0.00-Q, 405.00-Pkt","0.00-Q, 135.00-Pkt",0-0.00-Q; MOSQUITO COIL-48.00-Pkt; CANDLE-144.00-Pkt; BLEACHING POWDER-40.00-Pkt; SANITARY NAPKIN-50.00-Pkt; MATCH BOX-90.00-Pkt,04-07-2022
Biswanath,0.00-Q,0.00-Q,,04-07-2022
Chirang,0.00-Q,0.00-Q,,04-07-2022
Morigaon,"1050.00-Pkt, 0.00-Q","568.00-Kg, 0.00-Q",Hand Tube Well-10.00-Pieces,04-07-2022
Nagaon,0.00-Q,0.00-Q,HTW-2.00-Pieces; Halogen Tablets-27500.00-Q; Bleaching Powder-3250.00-Kg,04-07-2022
Hailakandi,210.00-Pkt,0.00-Q,Candle-25.00-Pkt; Water Purification Tablets-5000.00-Pieces,04-07-2022
Dibrugarh,0.00-Q,0.00-Q,Tarpaulin sheets-10.00-Pieces; Halogen Tablets-3000.00-Pieces,04-07-2022
Darrang,0.00-Q,0.00-Q,Tarpaulin-550.00-Pieces; 0-0.00-Q,04-07-2022
Karimganj,"30.00-Q, 100.00-Pkt",0.00-Q,0-0.00-Q; Candle-100.00-Pkt; mosquito coil-100.00-Pkt; napkin-30.00-Pkt; LACTOGEN-5.00-Pkt,05-07-2022
Dibrugarh,"172.00-Pkt, 0.00-Q","77.10-Kg, 0.00-Q",Water Pouches-3000.00-Pkt; Tarpauline-6.00-Pieces; Halogen Tablet -1000.00-Pieces; Art papeer-25.00-Pieces; Colour Pencil-25.00-Pkt; Wooden Pencil-3.00-Pkt; Vegetable-24.00-Kg; Horlicks-15.00-Pkt; Soyabeen-10.00-Kg,05-07-2022
Morigaon,"1222.00-Pkt, 0.00-Q",0.00-Q,Chemical Packets -800.00-Q; Halogen Tablets -3000.00-Q; Water Pouch-5000.00-Q; Temporary Toilet-9.00-Q,05-07-2022
Darrang,0.00-Q,0.00-Q,Tarpaulin-2340.00-Pieces,05-07-2022
Chirang,0.00-Q,0.00-Q,Candle-6.00-Pkt,05-07-2022
Barpeta,0.00-Q,0.00-Q,,05-07-2022
Nagaon,6000.00-Pkt,5500.00-Pkt,,05-07-2022
Lakhimpur,0.00-Q,0.00-Q,0-0.00-Q,05-07-2022
Biswanath,0.00-Q,0.00-Q,,06-07-2022
Darrang,0.00-Q,0.00-Q,,06-07-2022
Dhemaji,0.00-Q,0.00-Q,Tarpaulin-955.00-Pieces,06-07-2022
Hailakandi,0.00-Q,0.00-Q,Water Purification Tablets-3000.00-Pieces,06-07-2022
Karimganj,"0.00-Q, 50.00-Pkt",0.00-Q,0-0.00-Q; CANDLE-20.00-Pkt; MOSQUITO COIL-20.00-Pkt,06-07-2022
Dibrugarh,0.00-Q,0.00-Q,Water Pouches-200.00-Pkt; Halogen Tablets-1000.00-Pieces,06-07-2022
Morigaon,0.00-Q,0.00-Q,"1no of Hand Tube well installed at 1no Bangalbori as reported by JE PHED, Morigaon -1.00-Pieces; Chemical Packets-150.00-Q; Bleaching powder-50.00-Q; Halogen Tablets -1000.00-Q; Water pouch -6000.00-Q",06-07-2022
Nagaon,500.00-Pkt,500.00-Pkt,,06-07-2022
Lakhimpur,0.00-Q,8.00-Kg,Tarpaulin-14.00-Pieces,06-07-2022
Darrang,0.00-Q,0.00-Q,Tarpaulin-2110.00-Pieces,07-07-2022
Dibrugarh,0.00-Q,0.00-Q,Water Pouches-400.00-Pkt; Bleaching Powder-10.00-Kg,07-07-2022
Hailakandi,0.00-Q,0.00-Q,,07-07-2022
Karimganj,"0.00-Q, 575.00-Pkt","0.00-Q, 299.00-Pkt",0-0.00-Q; MOSQUITO COIL-106.00-Pkt; MATCH BOX-161.00-Pkt; BLEACHING POWDER-74.00-Pkt; CANDLE-202.00-Pkt,07-07-2022
Morigaon,0.00-Q,0.00-Q,,07-07-2022
Sivasagar,0.00-Q,0.00-Q,0-0.00-Q,07-07-2022
Karimganj,0.00-Q,0.00-Q,0-0.00-Q,09-07-2022
Hailakandi,0.00-Q,0.00-Q,Water Purification Tablets-1000.00-Pieces,09-07-2022
Dibrugarh,0.00-Q,0.00-Q,NADCC Tablet-1000.00-Pieces,09-07-2022
Nagaon,0.00-Q,0.00-Q,,10-07-2022
Morigaon,0.00-Q,0.00-Q,chemical Packets -9420.00-Pkt; bleaching powder -100.00-Pkt; halogen Tablets -25600.00-Pieces; water Pouch -30000.00-Pkt; Tube well -1.00-Pieces,10-07-2022
Cachar,0.00-Q,0.00-Q,,11-07-2022
Biswanath,0.00-Q,0.00-Q,,11-07-2022
Hailakandi,0.00-Q,0.00-Q,Water Purification Tablets-3700.00-Pieces,12-07-2022
Cachar,0.00-Q,0.00-Q,CANDEL-60.00-Pkt,13-07-2022
Chirang,0.00-Q,0.00-Q,Soap-44.00-Pieces; Candle-44.00-Pkt,16-07-2022
Biswanath,0.00-Q,0.00-Q,,18-07-2022
Dima-Hasao,0.00-Q,0.00-Q,Onion-5.00-Kg; Milk-2.50-L,20-07-2022
Jorhat,0.00-L,0.00-Pkt,Chira-20.00-Kg; Gur-5.00-Kg; Water Bottle-20.00-L; Biscuit-88.00-Pkt,01-08-2022
Dhemaji,0.00-Q,0.00-Q,"Tarpaulin-35.00-Pieces; Soap-55.00-Pieces; Mosquito coil-25.00-Pkt; Candle-60.00-Pkt; Sanitary pad-40.00-Pkt; Match Box-25.00-Pkt; Biscuit-111.00-Pkt; Phenyl-5.00-L; Disposal dishes-2000.00-Pieces; potato-100.00-Kg; Soyabean-13.00-Kg; Tarpulin-1120.00-Pieces; Potato-78.70-Kg; Turmeric Powder-1.50-Kg; Chilli-2.00-Kg; Mosquito Coil (Mortein)-12.00-Pkt; Onion-15.00-Kg; Disposal Plate-600.00-Pieces; Disposal Glass-1000.00-Pieces; Water Bottle (1/2 Litre)-288.00-Pieces; Mosquito Incense Stick-24.00-Pkt; Biscuite (Marie Gold, Rs. 10/-)-48.00-Pkt; Sugar-2.00-Kg; Tea-0.50-Kg; Masala (Rs.10/-)-13.00-Pkt",01-08-2022
Chirang,0.00-Q,"0.00-Q, 50.00-Pkt",Candle-58.00-Pkt; Mosquito Coil-58.00-Pkt,01-08-2022
Dhemaji,0.00-Q,0.00-Q,Tarpulin-22.00-Pieces,02-08-2022
Chirang,0.00-Q,"0.00-Q, 8.00-Pkt",Candle-34.00-Pkt,02-08-2022
Lakhimpur,0.00-Q,0.00-Q,POTATO-60.00-Q; SOYABEAN-5.00-Kg; ONION-20.00-Kg; CANDLE-30.00-Pkt; BISCUIT-60.00-Pkt; DISPOSABLE PLATE & GLASS-700.00-Pieces; HALDI-2.00-Kg; DRY CHILLI-1.00-Kg; BATHING SOAP-50.00-Pieces; DETERGENT POWDER -50.00-Pkt; MAXO-20.00-Pkt; TEA LEAVES-1.00-Kg; SUGAR-4.00-Kg; VIM BAR-10.00-Pieces; MATCH BOX-8.00-Pkt,02-08-2022
Dhemaji,0.00-Q,0.00-Q,Soap-10.00-Pieces; Biscuit-38.00-Pkt; Disposal Dishes-500.00-Pieces; Soyabean-3.00-Kg; Mosquito Net-30.00-Pieces,03-08-2022
Chirang,0.00-Q,0.00-Q,Tarpaulin-63.00-Pieces,04-08-2022
Bajali,0.00-Q,0.00-Q,,04-08-2022
Dhemaji,0.00-Q,0.00-Q,Tarpoulin-243.00-Pieces; Tarpaulin-261.00-Pieces,12-10-2022
Dibrugarh,0.00-Q,0.00-Q,,12-10-2022
Dibrugarh,0.00-Q,0.00-Q,,13-10-2022
Lakhimpur,0.00-Q,0.00-Q,HTW-22.00-Pieces; Concentrated Cattle feed/Gold level (Godrej brand)-397.20-Q,14-10-2022
Chirang,0.00-Q,0.00-Q,Candle-44.00-Pkt; Soap-44.00-Pieces,08-07-2022
Dibrugarh,0.00-Q,0.00-Q,Halogen Tablets-1000.00-Pieces,08-07-2022
Dima-Hasao 0.00-Q ,0.00-Q,2.00-Pkt,Onion-101.00-Kg; Milk-10.00-L; Mosquito Repellent-21.00-Pkt;Phenyl-2.00-L,08-07-2022
Hailakandi,70.00-Pkt,0.00-Q,Water Purification Tablets-2500.00-Pieces,08-07-2022
Sivasagar,256.00-L,256.00-Kg,Sugar (against baby food)-129.00-Kg; Mosquito Net-72.00-Pieces; Sanitary napkin-1307.00-Pieces,08-07-2022
Karimganj,20.00-Q,0.00-Q,0-0.00-Q; CANDLE-20.00-Pkt; COIL-20.00-Pkt,08-07-2022
Morigaon,0.00-Q,0.00-Q,Chemical Packets-7850.00-Pkt; Halogen/ NaDDC Tablets-38560.00-Pieces; Water Pouch-30000.00-Pkt; Hand Tube Well-3.00-Pieces; Temporary Toilet in Relief Shelter-4.00-Pieces,08-07-2022
Cachar,0.00-Q,0.00-Q,0.00-Q,15-05-2022
Hojai,0.00-Q,0.00-Q,0.00-Q,15-05-2022
Karbi Anglong West,0.00-Q,0.00-Q,0.00-Q,15-05-2022
Nagaon,0.00-Q,0.00-Q,0.00-Q,15-05-2022
Biswanath,0.00-Q,0.00-Q,,16-05-2022
Cachar,0.00-Q,0.00-Q,"Mortien-96.00-Q; Candle-652.00-Q; Match box-102.00-Q; Sanitary Pad-
600.00-Q; Soap-260.00-Q; Biscuit-520.00-Q; Tea-4.00-Q; Sugar-7.00-Q;
Sanitary pad-60.00-Q; Biscut-20.00-Q",16-05-2022
Hojai,2333.00-L,410.00-Pkt,,16-05-2022
Karbi Anglong West,0.00-Q,0.00-Q,,16-05-2022
Nagaon,0.00-Q,0.00-Q,,16-05-2022
Cachar,0.00-Q,0.00-Q,Soyabin-531.00-Kg; Potato-531.00-Kg; Mortin-117.00-Pkt; Candle-117.00-Pkt; Match Box-117.00-Pk,17-05-2022
Charaideo,0.00-Pkt,40.00-Pkt,,17-05-2022
Dibrugarh,0.00-Q,0.00-Q,Tarpaulin sheets-23.00-Pieces,17-05-2022
Hojai,"0.00-Q, 3816.00-L","0.00-Q, 207.00-Pkt",,17-05-2022
Kamrup,20.00-Pkt,20.00-Pkt,Chira-1.23-Q; Gur-0.22-Q,17-05-2022
Karimganj,"1.00-L, 60.00-Pkt",0.00-Q,Chira-24.00-Kg; Ghur-4.50-Kg; chira-1.00-Q; Gur-0.20-Q,17-05-2022
Udalguri,"0.00-Q, 282.00-Pkt","0.00-Q, 118.00-Pkt, 22.80-Kg",Sanitary Pad-512.00-Pkt; 0-0.00-Kg; Candle-18.00-Pkt; Matches-36.00-Pieces,17-05-2022
Karbi Anglong West,50.00-L,300.00-Pkt,Sanitary Napkins-84.00-Pkt,17-05-2022
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
