District,RevenueCircle,Population affected,Date
Karimganj,karimganj,35500,06-27-2022
Udalguri,udalguri,309,2022-06-27
Udalguri,kalaigaon,0,2022-06-27
Udalguri,harisinga,0,2022-06-27
Udalguri,khairabari,0,2022-06-27
Kamrup (M),chandrapur,0,2022-06-27
Kamrup (M),sonapur,1255,2022-06-27
Kamrup,rangia,2721,2022-06-27
Kamrup,hajo,179600,2022-06-27
Kamrup,chamaria,0,06-27-2022
Kamrup,kamalpur,253,2022-06-27
Kamrup,kayan,48,2022-06-27
Kamrup,north,13081,2022-06-27
Hailakandi,algapur,0,2022-06-27
Hailakandi,hailakandi,723,06-27-2022
Hailakandi,lala,0,2022-06-27
Golaghat,bokakhat,0,2022-06-27
Golaghat,khumtai,0,06-27-2022
Sonitpur,dhekiajuli,1089,2022-06-27
Nagaon,nagaon,102790,2022-06-27
Nagaon,kampur,258000,2022-06-27
Nagaon,raha,152271,2022-06-27
Morigaon,mikirbheta,12963,2022-06-27
Morigaon,bhuragaon,0,2022-06-27
Morigaon,mayong,5941,06-27-2022
Morigaon,morigaon,71194,2022-06-27
Kamrup (M),chandrapur,0,2022-06-28
Kamrup (M),sonapur,1255,06-28-2022
Kamrup,rangia,0,2022-06-28
Kamrup,chamaria,0,06-28-2022
Kamrup,kamalpur,253,06-28-2022
Kamrup,hajo,60480,2022-06-28
Kamrup,north,8141,2022-06-28
Kamrup,kayan,48,2022-06-28
Hojai,hojai,1484,2022-06-28
Hailakandi,lala,0,2022-06-28
Hailakandi,hailakandi,775,2022-06-28
Hailakandi,katlicherra,0,06-28-2022
Hailakandi,algapur,0,06-28-2022
Golaghat,bokakhat,0,06-28-2022
Golaghat,khumtai,0,06-28-2022
Goalpara,balijana,7504,06-28-2022
Goalpara,lakhipur,8298,06-28-2022
Dibrugarh,chabua,3857,06-28-2022
Dibrugarh,moran,306,2022-06-28
Lakhimpur,subansiri,0,06-28-2022
Lakhimpur,north,10070,2022-06-28
Lakhimpur,nowboicha,9231,2022-06-28
Lakhimpur,narayanpur,13100,06-28-2022
Lakhimpur,dhakuakhana,67,2022-06-28
Lakhimpur,bihpuria,6031,2022-06-28
Lakhimpur,kadam,0,2022-06-28
Dhemaji,sissiborgaon,5978,2022-06-28
Dhemaji,jonai,17774,06-28-2022
Dhemaji,dhemaji,848,06-28-2022
Nagaon,nagaon,102790,2022-06-28
Nagaon,raha,156032,2022-06-28
Nagaon,kampur,258000,2022-06-28
Nalbari,paschim,7433,2022-06-28
Nalbari,barbhag,8360,2022-06-28
Sonitpur,dhekiajuli,258,2022-06-28
Tamulpur,goreswar,2990,2022-06-28
Tinsukia,doomdooma,491,2022-06-28
Udalguri,udalguri,309,2022-06-28
Udalguri,harisinga,0,2022-06-28
Udalguri,khairabari,0,2022-06-28
Udalguri,kalaigaon,0,2022-06-28
Karimganj,nilambazar,16940,06-28-2022
Karimganj,rk,28500,2022-06-28
Karimganj,badarpur,28528,2022-06-28
Karimganj,patherkandi,98,2022-06-28
Karimganj,karimganj,30292,06-28-2022
Darrang,mangaldoi,22577,2022-06-28
Darrang,dalgaon,0,2022-06-28
Darrang,sipajhar,27055,06-28-2022
Darrang,patharighat,5228,06-28-2022
Morigaon,mikirbheta,15418,06-28-2022
Morigaon,mayong,5941,06-28-2022
Morigaon,bhuragaon,0,06-28-2022
Morigaon,morigaon,73667,2022-06-28
Cachar,katigorah,217613,2022-06-28
Cachar,sonai,118500,2022-06-28
Cachar,udharbond,53208,2022-06-28
Cachar,silchar,437145,2022-06-28
Cachar,lakhipur,35700,06-28-2022
Chirang,bijni,3406,2022-06-28
Chirang,sidli,446,2022-06-28
Chirang,bengtal,237,2022-06-28
Biswanath,halem,34568,2022-06-28
Biswanath,gohpur,28181,06-28-2022
Biswanath,biswanath,136,06-28-2022
Barpeta,barpeta,45731,06-28-2022
Barpeta,baghbar,172727,2022-06-28
Barpeta,kalgachia,19222,2022-06-28
Barpeta,chenga,84623,2022-06-28
Barpeta,sarthebari,250640,2022-06-28
Baksa,baska,96,2022-06-28
Bajali,sarupeta,31500,2022-06-28
Bajali,bajali,2730,2022-06-28
Bongaigaon,manikpur,7155,06-28-2022
Bongaigaon,srijangram,2942,2022-06-28
Chirang,bijni,1297,2022-06-29
Chirang,bengtal,237,2022-06-29
Karimganj,nilambazar,16940,06-29-2022
Karimganj,badarpur,26530,2022-06-29
Karimganj,rk,26565,2022-06-29
Karimganj,patherkandi,0,2022-06-29
Karimganj,karimganj,17902,2022-06-29
Kamrup (M),chandrapur,0,2022-06-29
Kamrup (M),dispur,0,2022-06-29
Kamrup (M),sonapur,1320,2022-06-29
Udalguri,udalguri,309,2022-06-29
Udalguri,harisinga,0,2022-06-29
Udalguri,khairabari,0,2022-06-29
Udalguri,kalaigaon,0,2022-06-29
Kamrup,rangia,0,06-29-2022
Kamrup,hajo,49216,2022-06-29
Kamrup,chamaria,0,2022-06-29
Kamrup,nagarbera,0,2022-06-29
Kamrup,kayan,48,06-29-2022
Kamrup,north,19322,06-29-2022
Hojai,lanka,263,2022-06-29
Hojai,hojai,1048,2022-06-29
Hailakandi,lala,0,2022-06-29
Hailakandi,katlicherra,0,06-29-2022
Hailakandi,algapur,0,2022-06-29
Hailakandi,hailakandi,316,2022-06-29
Golaghat,bokakhat,0,2022-06-29
Golaghat,khumtai,0,2022-06-29
Bajali,sarupeta,47920,06-29-2022
Bajali,bajali,2399,2022-06-29
Barpeta,barpeta,45710,2022-06-29
Barpeta,baghbar,148977,2022-06-29
Barpeta,chenga,84623,2022-06-29
Barpeta,kalgachia,19222,06-29-2022
Barpeta,sarthebari,250640,06-29-2022
Biswanath,biswanath,318,2022-06-29
Biswanath,halem,38643,2022-06-29
Biswanath,gohpur,25666,2022-06-29
Lakhimpur,narayanpur,18653,2022-06-29
Lakhimpur,nowboicha,16817,06-29-2022
Lakhimpur,north,10070,2022-06-29
Lakhimpur,bihpuria,20535,2022-06-29
Lakhimpur,dhakuakhana,67,2022-06-29
Lakhimpur,subansiri,5225,06-29-2022
Lakhimpur,kadam,0,06-29-2022
Goalpara,balijana,7504,06-29-2022
Goalpara,lakhipur,7862,06-29-2022
Dibrugarh,chabua,3857,2022-06-29
Dibrugarh,moran,306,06-29-2022
Dhubri,golakganj,0,06-29-2022
Dhubri,dhubri,0,06-29-2022
Dhubri,gauripur,0,06-29-2022
Dhubri,bilasipara,0,06-29-2022
Dhubri,chapar,690,06-29-2022
Dhubri,agamoni,0,06-29-2022
Dhubri,athani,0,06-29-2022
Dhemaji,sissiborgaon,26398,06-29-2022
Dhemaji,gogamukh,16493,2022-06-29
Dhemaji,jonai,49562,2022-06-29
Dhemaji,dhemaji,5929,2022-06-29
Darrang,mangaldoi,22577,06-29-2022
Darrang,patharighat,4535,06-29-2022
Darrang,sipajhar,27373,2022-06-29
Darrang,dalgaon,0,2022-06-29
Cachar,silchar,725306,2022-06-29
Cachar,lakhipur,133675,2022-06-29
Cachar,sonai,284513,2022-06-29
Cachar,katigorah,230435,06-29-2022
Cachar,udharbond,57015,2022-06-29
Tamulpur,goreswar,3206,2022-06-29
Tamulpur,tamulpur,0,2022-06-29
Tinsukia,sadiya,6605,2022-06-29
Tinsukia,tinsukia,982,2022-06-29
Tinsukia,doomdooma,13663,2022-06-29
Nalbari,paschim,3904,2022-06-29
Nalbari,barbhag,235,06-29-2022
Majuli,majuli,0,06-29-2022
Majuli,ujani,0,06-29-2022
Morigaon,mikirbheta,16088,2022-06-29
Morigaon,mayong,5941,06-29-2022
Morigaon,morigaon,83560,2022-06-29
Morigaon,bhuragaon,0,2022-06-29
Nagaon,kampur,258000,2022-06-29
Nagaon,nagaon,103200,2022-06-29
Nagaon,raha,158174,2022-06-29
Nagaon,samaguri,0,2022-06-29
Sonitpur,dhekiajuli,170,2022-06-29
Kamrup (M),chandrapur,0,2022-06-30
Kamrup (M),sonapur,1049,2022-06-30
Darrang,dalgaon,0,2022-06-30
Darrang,patharighat,4100,2022-06-30
Darrang,mangaldoi,22577,2022-06-30
Darrang,sipajhar,27373,2022-06-30
Kamrup,nagarbera,0,2022-06-30
Kamrup,chamaria,0,2022-06-30
Kamrup,hajo,23196,2022-06-30
Kamrup,kayan,48,2022-06-30
Kamrup,north,19322,2022-06-30
Tinsukia,sadiya,6605,2022-06-30
Tinsukia,doomdooma,14676,2022-06-30
Tinsukia,tinsukia,3523,2022-06-30
Tamulpur,goreswar,2200,2022-06-30
Sonitpur,dhekiajuli,265,2022-06-30
Goalpara,lakhipur,2413,2022-06-30
Goalpara,balijana,4883,2022-06-30
Hojai,hojai,859,2022-06-30
Hojai,lanka,263,2022-06-30
Barpeta,sarthebari,200640,2022-06-30
Barpeta,barpeta,32194,2022-06-30
Barpeta,baghbar,98974,2022-06-30
Barpeta,chenga,49472,2022-06-30
Barpeta,kalgachia,19222,2022-06-30
Bajali,sarupeta,33130,2022-06-30
Bajali,bajali,1392,2022-06-30
Dibrugarh,chabua,8037,2022-06-30
Dibrugarh,tingkhong,270,2022-06-30
Dibrugarh,moran,2047,2022-06-30
Dibrugarh,tengakhat,1919,2022-06-30
Dibrugarh,dibrugarh,2493,2022-06-30
Dibrugarh,naharkatia,475,2022-06-30
Dhemaji,sissiborgaon,19178,2022-06-30
Dhemaji,gogamukh,16713,2022-06-30
Dhemaji,jonai,58808,2022-06-30
Dhemaji,dhemaji,3034,2022-06-30
Lakhimpur,subansiri,19672,2022-06-30
Lakhimpur,north,10070,2022-06-30
Lakhimpur,nowboicha,9231,2022-06-30
Lakhimpur,narayanpur,34522,2022-06-30
Lakhimpur,dhakuakhana,773,2022-06-30
Lakhimpur,bihpuria,19828,2022-06-30
Lakhimpur,kadam,0,2022-06-30
Majuli,majuli,0,2022-06-30
Majuli,ujani,0,2022-06-30
Morigaon,mikirbheta,16652,2022-06-30
Morigaon,bhuragaon,0,2022-06-30
Morigaon,morigaon,103868,2022-06-30
Morigaon,mayong,2849,2022-06-30
Udalguri,udalguri,271,2022-06-30
Udalguri,harisinga,0,2022-06-30
Udalguri,kalaigaon,0,2022-06-30
Golaghat,bokakhat,0,2022-06-30
Golaghat,khumtai,0,2022-06-30
Hailakandi,algapur,0,2022-06-30
Hailakandi,lala,0,2022-06-30
Hailakandi,katlicherra,0,2022-06-30
Hailakandi,hailakandi,78,2022-06-30
Chirang,bengtal,237,2022-06-30
Chirang,bijni,626,2022-06-30
Cachar,udharbond,57723,2022-06-30
Cachar,silchar,725306,2022-06-30
Cachar,katigorah,230435,2022-06-30
Cachar,sonai,284513,2022-06-30
Cachar,lakhipur,133675,2022-06-30
Biswanath,gohpur,11134,2022-06-30
Biswanath,halem,41310,2022-06-30
Biswanath,biswanath,84,2022-06-30
Nalbari,paschim,2145,2022-06-30
Nalbari,barbhag,235,2022-06-30
Nagaon,nagaon,103200,2022-06-30
Nagaon,kaliabor,89,2022-06-30
Nagaon,samaguri,0,2022-06-30
Nagaon,raha,158174,2022-06-30
Nagaon,kampur,258000,2022-06-30
Karimganj,nilambazar,15933,2022-06-30
Karimganj,rk,20458,2022-06-30
Karimganj,badarpur,20150,2022-06-30
Karimganj,karimganj,17902,2022-06-30
Majuli,majuli,0,2022-01-07
Majuli,ujani,0,2022-01-07
Biswanath,gohpur,6439,2022-01-07
Biswanath,halem,18013,2022-01-07
Barpeta,barpeta,37120,2022-01-07
Barpeta,baghbar,98000,2022-01-07
Barpeta,sarthebari,122952,2022-01-07
Barpeta,kalgachia,19222,2022-01-07
Barpeta,chenga,34367,2022-01-07
Hailakandi,lala,0,2022-01-07
Hailakandi,algapur,190660,2022-01-07
Hailakandi,katlicherra,0,2022-01-07
Hailakandi,hailakandi,50021,2022-01-07
Cachar,sonai,284513,2022-01-07
Cachar,katigorah,230435,2022-01-07
Cachar,silchar,725306,2022-01-07
Cachar,lakhipur,106771,2022-01-07
Cachar,udharbond,57723,2022-01-07
Baksa,jalah,0,2022-01-07
Bajali,sarupeta,1280,2022-01-07
Bajali,bajali,475,2022-01-07
Hojai,lanka,263,2022-01-07
Hojai,hojai,404,2022-01-07
Kamrup,nagarbera,0,2022-01-07
Kamrup,chamaria,0,2022-01-07
Kamrup,hajo,1492,2022-01-07
Kamrup,kayan,48,2022-01-07
Kamrup,north,18516,2022-01-07
Golaghat,bokakhat,0,2022-01-07
Golaghat,khumtai,0,2022-01-07
Chirang,bijni,648,2022-01-07
Chirang,bengtal,249,2022-01-07
Dibrugarh,chabua,8167,2022-01-07
Dibrugarh,tingkhong,287,2022-01-07
Dibrugarh,dibrugarh,2111,2022-01-07
Dibrugarh,tengakhat,2872,2022-01-07
Dibrugarh,naharkatia,160,2022-01-07
Dibrugarh,moran,3796,2022-01-07
Dibrugarh,dibrugarh,1951,2022-01-07
Lakhimpur,narayanpur,34522,2022-01-07
Lakhimpur,nowboicha,4401,2022-01-07
Lakhimpur,subansiri,9342,2022-01-07
Lakhimpur,north,4769,2022-01-07
Lakhimpur,dhakuakhana,832,2022-01-07
Lakhimpur,bihpuria,27705,2022-01-07
Lakhimpur,kadam,0,2022-01-07
Dhemaji,gogamukh,16713,2022-01-07
Dhemaji,jonai,62335,2022-01-07
Dhemaji,sissiborgaon,11374,2022-01-07
Dhemaji,dhemaji,1167,2022-01-07
Darrang,sipajhar,13516,2022-01-07
Darrang,mangaldoi,22577,2022-01-07
Darrang,dalgaon,0,2022-01-07
Darrang,patharighat,3320,2022-01-07
Kamrup (M),sonapur,1024,2022-01-07
Kamrup (M),chandrapur,3302,2022-01-07
Karbi Anglong West,donkamokam,43432,2022-01-07
Udalguri,khairabari,0,2022-01-07
Udalguri,harisinga,0,2022-01-07
Udalguri,kalaigaon,0,2022-01-07
Udalguri,udalguri,214,2022-01-07
Tinsukia,sadiya,0,2022-01-07
Tinsukia,tinsukia,3693,2022-01-07
Tinsukia,doomdooma,10132,2022-01-07
Tamulpur,goreswar,1866,2022-01-07
Sonitpur,dhekiajuli,5232,2022-01-07
Sonitpur,thelamara,246,2022-01-07
Sonitpur,chariduar,686,2022-01-07
Sonitpur,tezpur,352,2022-01-07
Karimganj,nilambazar,11933,2022-01-07
Karimganj,badarpur,11250,2022-01-07
Karimganj,rk,16858,2022-01-07
Karimganj,patherkandi,0,2022-01-07
Karimganj,karimganj,6694,2022-01-07
Nalbari,paschim,946,2022-01-07
Nalbari,barbhag,235,2022-01-07
Nagaon,kampur,171183,2022-01-07
Nagaon,raha,158174,2022-01-07
Nagaon,kaliabor,133,2022-01-07
Nagaon,nagaon,103200,2022-01-07
Nagaon,samaguri,101,2022-01-07
Nagaon,rupahi,0,2022-01-07
Morigaon,morigaon,123028,2022-01-07
Morigaon,mikirbheta,18347,2022-01-07
Morigaon,bhuragaon,26751,2022-01-07
Morigaon,mayong,794,2022-01-07
Goalpara,lakhipur,2413,2022-01-07
Goalpara,balijana,4883,2022-01-07
Sivasagar,sivsagar,6,2022-01-07
Sivasagar,demow,6463,2022-01-07
Cachar,udharbond,50723,2022-02-07
Cachar,silchar,598925,2022-02-07
Cachar,sonai,265513,2022-02-07
Cachar,lakhipur,92771,2022-02-07
Cachar,katigorah,224006,2022-02-07
Barpeta,barpeta,37120,2022-02-07
Barpeta,baghbar,98000,2022-02-07
Barpeta,kalgachia,19222,2022-02-07
Barpeta,chenga,21588,2022-02-07
Barpeta,sarthebari,44885,2022-02-07
Biswanath,gohpur,580,2022-02-07
Biswanath,halem,3343,2022-02-07
Biswanath,biswanath,0,2022-02-07
Charaideo,sonari,50,2022-02-07
Chirang,bijni,648,2022-02-07
Darrang,dalgaon,0,2022-02-07
Darrang,mangaldoi,22577,2022-02-07
Darrang,patharighat,3320,2022-02-07
Darrang,sipajhar,12492,2022-02-07
Dhemaji,sissiborgaon,5701,2022-02-07
Dhemaji,jonai,16250,2022-02-07
Dibrugarh,chabua,2822,2022-02-07
Dibrugarh,moran,4434,2022-02-07
Dibrugarh,dibrugarh,3217,2022-02-07
Dibrugarh,tingkhong,312,2022-02-07
Dibrugarh,dibrugarh,1119,2022-02-07
Dibrugarh,naharkatia,534,2022-02-07
Dibrugarh,tengakhat,3035,2022-02-07
Goalpara,lakhipur,2413,2022-02-07
Goalpara,balijana,4883,2022-02-07
Golaghat,bokakhat,0,2022-02-07
Golaghat,khumtai,0,2022-02-07
Hailakandi,katlicherra,0,2022-02-07
Hailakandi,lala,0,2022-02-07
Hailakandi,hailakandi,0,2022-02-07
Hailakandi,algapur,42450,2022-02-07
Kamrup (M),chandrapur,3489,2022-02-07
Kamrup (M),sonapur,1024,2022-02-07
Bajali,bajali,453,2022-02-07
Bajali,sarupeta,1280,2022-02-07
Karimganj,nilambazar,6333,2022-02-07
Karimganj,karimganj,6097,2022-02-07
Karimganj,badarpur,9860,2022-02-07
Karimganj,patherkandi,0,2022-02-07
Karimganj,rk,6067,2022-02-07
Hojai,lanka,263,2022-02-07
Hojai,hojai,442,2022-02-07
Majuli,majuli,0,2022-02-07
Majuli,ujani,0,2022-02-07
Morigaon,mikirbheta,18347,2022-02-07
Morigaon,morigaon,127957,2022-02-07
Morigaon,bhuragaon,26751,2022-02-07
Morigaon,mayong,794,2022-02-07
Morigaon,laharighat,0,2022-02-07
Nagaon,kaliabor,78,2022-02-07
Nagaon,nagaon,52505,2022-02-07
Nagaon,kampur,171183,2022-02-07
Nagaon,raha,155174,2022-02-07
Nagaon,samaguri,0,2022-02-07
Nagaon,rupahi,0,2022-02-07
Nalbari,paschim,1838,2022-02-07
Sivasagar,demow,6463,2022-02-07
Sonitpur,thelamara,0,2022-02-07
Sonitpur,dhekiajuli,5127,2022-02-07
Sonitpur,chariduar,354,2022-02-07
Sonitpur,tezpur,724,2022-02-07
Tamulpur,goreswar,2275,2022-02-07
Tinsukia,margherita,0,2022-02-07
Tinsukia,tinsukia,702,2022-02-07
Tinsukia,doomdooma,675,2022-02-07
Udalguri,khairabari,0,2022-02-07
Udalguri,harisinga,0,2022-02-07
Udalguri,kalaigaon,0,2022-02-07
Udalguri,udalguri,309,2022-02-07
Lakhimpur,subansiri,0,2022-02-07
Lakhimpur,north,4068,2022-02-07
Lakhimpur,narayanpur,0,2022-02-07
Lakhimpur,nowboicha,0,2022-02-07
Lakhimpur,dhakuakhana,0,2022-02-07
Lakhimpur,bihpuria,21831,2022-02-07
Kamrup,chamaria,0,2022-02-07
Kamrup,hajo,1427,2022-02-07
Kamrup,north,909,2022-02-07
Kamrup,kayan,46,2022-02-07
Goalpara,lakhipur,2413,2022-03-07
Goalpara,balijana,4883,2022-03-07
Golaghat,bokakhat,0,2022-03-07
Golaghat,khumtai,0,2022-03-07
Hailakandi,lala,0,2022-03-07
Hailakandi,algapur,32650,2022-03-07
Hailakandi,katlicherra,0,2022-03-07
Hailakandi,hailakandi,0,2022-03-07
Karimganj,nilambazar,6333,2022-03-07
Karimganj,karimganj,5311,2022-03-07
Karimganj,badarpur,9763,2022-03-07
Karimganj,rk,7090,2022-03-07
Kamrup,hajo,1027,2022-03-07
Kamrup,north,756,2022-03-07
Kamrup,kayan,38,2022-03-07
Kamrup (M),sonapur,1024,2022-03-07
Kamrup (M),chandrapur,3489,2022-03-07
Dibrugarh,dibrugarh,3408,2022-03-07
Dibrugarh,moran,4266,2022-03-07
Dibrugarh,chabua,2789,2022-03-07
Dibrugarh,tingkhong,192,2022-03-07
Dibrugarh,dibrugarh,526,2022-03-07
Dibrugarh,naharkatia,564,2022-03-07
Dibrugarh,tengakhat,1116,2022-03-07
Lakhimpur,subansiri,0,2022-03-07
Lakhimpur,narayanpur,0,2022-03-07
Lakhimpur,nowboicha,3324,2022-03-07
Lakhimpur,bihpuria,0,2022-03-07
Majuli,majuli,0,2022-03-07
Majuli,ujani,0,2022-03-07
Hojai,lanka,91,2022-03-07
Hojai,hojai,458,2022-03-07
Dhemaji,sissiborgaon,3575,2022-03-07
Nalbari,paschim,1838,2022-03-07
Chirang,bijni,580,2022-03-07
Cachar,katigorah,224006,2022-03-07
Cachar,lakhipur,92771,2022-03-07
Cachar,udharbond,46723,2022-03-07
Cachar,sonai,117547,2022-03-07
Cachar,silchar,538925,2022-03-07
Biswanath,halem,2577,2022-03-07
Sivasagar,demow,937,2022-03-07
Sivasagar,amguri,0,2022-03-07
Sonitpur,tezpur,372,2022-03-07
Sonitpur,thelamara,0,2022-03-07
Sonitpur,dhekiajuli,4195,2022-03-07
Tamulpur,goreswar,2026,2022-03-07
Tinsukia,tinsukia,40,2022-03-07
Tinsukia,doomdooma,40,2022-03-07
Udalguri,udalguri,309,2022-03-07
Udalguri,khairabari,0,2022-03-07
Udalguri,harisinga,0,2022-03-07
Udalguri,kalaigaon,0,2022-03-07
Udalguri,mazbat,600,2022-03-07
Barpeta,barpeta,28507,2022-03-07
Barpeta,kalgachia,19222,2022-03-07
Barpeta,chenga,10469,2022-03-07
Barpeta,baghbar,77610,2022-03-07
Bajali,sarupeta,1280,2022-03-07
Nagaon,nagaon,51280,2022-03-07
Nagaon,samaguri,0,2022-03-07
Nagaon,raha,153234,2022-03-07
Nagaon,kampur,171183,2022-03-07
Nagaon,rupahi,0,2022-03-07
Darrang,patharighat,3181,2022-03-07
Darrang,mangaldoi,11355,2022-03-07
Darrang,sipajhar,3958,2022-03-07
Morigaon,mikirbheta,18347,2022-03-07
Morigaon,mayong,794,2022-03-07
Morigaon,bhuragaon,26751,2022-03-07
Morigaon,morigaon,129808,2022-03-07
Morigaon,laharighat,0,2022-03-07
Nagaon,nagaon,41652,2022-04-07
Nagaon,kampur,171183,2022-04-07
Nagaon,samaguri,0,2022-04-07
Nagaon,raha,150494,2022-04-07
Bajali,sarupeta,1280,2022-04-07
Sonitpur,dhekiajuli,1376,2022-04-07
Sonitpur,chariduar,0,2022-04-07
Sonitpur,tezpur,0,2022-04-07
Sivasagar,demow,3706,2022-04-07
Barpeta,barpeta,8498,2022-04-07
Barpeta,baghbar,47523,2022-04-07
Barpeta,kalgachia,0,2022-04-07
Biswanath,halem,1434,2022-04-07
Cachar,katigorah,224006,2022-04-07
Cachar,silchar,255748,2022-04-07
Cachar,udharbond,11457,2022-04-07
Cachar,sonai,117547,2022-04-07
Cachar,lakhipur,60150,2022-04-07
Chirang,bijni,580,2022-04-07
Darrang,patharighat,3076,2022-04-07
Darrang,dalgaon,0,2022-04-07
Darrang,sipajhar,3958,2022-04-07
Darrang,mangaldoi,11355,2022-04-07
Dibrugarh,moran,2265,2022-04-07
Dibrugarh,chabua,0,2022-04-07
Dibrugarh,dibrugarh,7440,2022-04-07
Dibrugarh,tingkhong,37,2022-04-07
Dibrugarh,dibrugarh,526,2022-04-07
Dibrugarh,tengakhat,163,2022-04-07
Dibrugarh,naharkatia,440,2022-04-07
Goalpara,balijana,4025,2022-04-07
Golaghat,bokakhat,0,2022-04-07
Golaghat,khumtai,0,2022-04-07
Hailakandi,lala,0,2022-04-07
Hailakandi,katlicherra,0,2022-04-07
Hailakandi,hailakandi,0,2022-04-07
Hailakandi,algapur,28754,2022-04-07
Hojai,lanka,263,2022-04-07
Hojai,hojai,482,2022-04-07
Kamrup,hajo,296,2022-04-07
Kamrup,kayan,38,2022-04-07
Kamrup,north,100,2022-04-07
Tamulpur,goreswar,1959,2022-04-07
Tamulpur,tamulpur,0,2022-04-07
Kamrup (M),chandrapur,1118,2022-04-07
Kamrup (M),sonapur,882,2022-04-07
Lakhimpur,subansiri,0,2022-04-07
Lakhimpur,north,2504,2022-04-07
Lakhimpur,bihpuria,0,2022-04-07
Nalbari,paschim,1839,2022-04-07
Karimganj,karimganj,4967,2022-04-07
Karimganj,nilambazar,6333,2022-04-07
Karimganj,badarpur,9690,2022-04-07
Karimganj,rk,3077,2022-04-07
Udalguri,udalguri,309,2022-04-07
Udalguri,harisinga,0,2022-04-07
Udalguri,kalaigaon,0,2022-04-07
Morigaon,mikirbheta,18546,2022-04-07
Morigaon,mayong,794,2022-04-07
Morigaon,bhuragaon,26751,2022-04-07
Morigaon,morigaon,133042,2022-04-07
Morigaon,laharighat,0,2022-04-07
Majuli,majuli,0,2022-04-07
Majuli,ujani,0,2022-04-07
Biswanath,gohpur,2737,2022-05-07
Biswanath,halem,2033,2022-05-07
Biswanath,biswanath,59,2022-05-07
Hailakandi,hailakandi,0,2022-05-07
Hailakandi,lala,0,2022-05-07
Hailakandi,katlicherra,0,2022-05-07
Hailakandi,algapur,14375,2022-05-07
Golaghat,bokakhat,0,2022-05-07
Golaghat,khumtai,0,2022-05-07
Goalpara,balijana,2063,2022-05-07
Darrang,patharighat,1424,2022-05-07
Darrang,mangaldoi,11355,2022-05-07
Darrang,sipajhar,0,2022-05-07
Darrang,dalgaon,0,2022-05-07
Sonitpur,dhekiajuli,0,2022-05-07
Bajali,sarupeta,1280,2022-05-07
Cachar,udharbond,8157,2022-05-07
Cachar,sonai,117547,2022-05-07
Cachar,lakhipur,60150,2022-05-07
Cachar,silchar,221748,2022-05-07
Cachar,katigorah,224006,2022-05-07
Chirang,bengtal,0,2022-05-07
Chirang,bijni,513,2022-05-07
Barpeta,barpeta,850,2022-05-07
Barpeta,baghbar,18524,2022-05-07
Barpeta,kalgachia,0,2022-05-07
Dibrugarh,moran,1359,2022-05-07
Dibrugarh,chabua,0,2022-05-07
Dibrugarh,tingkhong,37,2022-05-07
Dibrugarh,dibrugarh,3461,2022-05-07
Dibrugarh,dibrugarh,187,2022-05-07
Dibrugarh,naharkatia,0,2022-05-07
Sivasagar,sivsagar,104,2022-05-07
Sivasagar,demow,3800,2022-05-07
Kamrup,kayan,38,2022-05-07
Kamrup,north,100,2022-05-07
Kamrup (M),chandrapur,861,2022-05-07
Kamrup (M),sonapur,328,2022-05-07
Karimganj,nilambazar,6333,2022-05-07
Karimganj,karimganj,4262,2022-05-07
Karimganj,rk,2028,2022-05-07
Karimganj,badarpur,7612,2022-05-07
Karimganj,patherkandi,0,2022-05-07
Morigaon,mikirbheta,18546,2022-05-07
Morigaon,morigaon,133042,2022-05-07
Morigaon,mayong,794,2022-05-07
Morigaon,bhuragaon,12530,2022-05-07
Nagaon,nagaon,38708,2022-05-07
Nagaon,samaguri,0,2022-05-07
Nagaon,raha,148962,2022-05-07
Nagaon,kampur,45193,2022-05-07
Tamulpur,goreswar,1718,2022-05-07
Sivasagar,sivsagar,104,2022-06-07
Sivasagar,demow,3800,2022-06-07
Sonitpur,dhekiajuli,0,2022-06-07
Tamulpur,goreswar,1052,2022-06-07
Tamulpur,tamulpur,0,2022-06-07
Lakhimpur,subansiri,40,2022-06-07
Karimganj,nilambazar,6333,2022-06-07
Karimganj,rk,1165,2022-06-07
Karimganj,karimganj,3959,2022-06-07
Karimganj,badarpur,6373,2022-06-07
Kamrup (M),sonapur,148,2022-06-07
Kamrup (M),chandrapur,861,2022-06-07
Kamrup,kayan,38,2022-06-07
Kamrup,north,57,2022-06-07
Hailakandi,algapur,9625,2022-06-07
Hailakandi,lala,0,2022-06-07
Hailakandi,katlicherra,0,2022-06-07
Hailakandi,hailakandi,0,2022-06-07
Dhemaji,jonai,13733,2022-06-07
Dibrugarh,moran,1359,2022-06-07
Dibrugarh,chabua,0,2022-06-07
Dibrugarh,dibrugarh,143,2022-06-07
Dibrugarh,dibrugarh,1292,2022-06-07
Dibrugarh,naharkatia,0,2022-06-07
Nagaon,kampur,26525,2022-06-07
Nagaon,samaguri,0,2022-06-07
Nagaon,nagaon,17375,2022-06-07
Nagaon,raha,145547,2022-06-07
Darrang,patharighat,610,2022-06-07
Darrang,dalgaon,0,2022-06-07
Darrang,mangaldoi,0,2022-06-07
Darrang,sipajhar,0,2022-06-07
Bajali,sarupeta,475,2022-06-07
Barpeta,kalgachia,0,2022-06-07
Cachar,silchar,218238,2022-06-07
Cachar,katigorah,213185,2022-06-07
Cachar,sonai,81739,2022-06-07
Cachar,lakhipur,50150,2022-06-07
