District,RevenueCircle,Crop Area Affected (Hectares),Date
Nagaon,raha,8012.54,06-07-2022
Darrang,patharighat,1200,06-07-2022
Darrang,dalgaon,0,2022-06-07
Darrang,mangaldoi,0,2022-06-07
Darrang,sipajhar,0,2022-06-07
Bajali,sarupeta,0,2022-06-07
Barpeta,kalgachia,181,2022-06-07
Cachar,silchar,0,2022-06-07
Cachar,katigorah,0,2022-06-07
Cachar,sonai,0,2022-06-07
Cachar,lakhipur,0,2022-06-07
Cachar,udharbond,0,06-07-2022
Chirang,bijni,0,06-07-2022
Golaghat,bokakhat,49,2022-06-07
Golaghat,khumtai,3.5,06-07-2022
Morigaon,mikirbheta,1771.5,2022-06-07
Morigaon,mayong,3324,2022-06-07
Morigaon,morigaon,700,2022-06-07
Morigaon,bhuragaon,925,2022-06-07
Morigaon,mikirbheta,1771.5,2022-07-07
Morigaon,mayong,3324,2022-07-07
Morigaon,bhuragaon,650,07-07-2022
Morigaon,morigaon,680,2022-07-07
Cachar,lakhipur,0,2022-07-07
Cachar,silchar,0,2022-07-07
Cachar,sonai,0,2022-07-07
Cachar,katigorah,0,2022-07-07
Bajali,sarupeta,0,2022-07-07
Tamulpur,goreswar,0,07-07-2022
Sivasagar,sivsagar,2,07-07-2022
Sivasagar,demow,38,07-07-2022
Karimganj,rk,0,07-07-2022
Karimganj,karimganj,0,07-07-2022
Karimganj,nilambazar,0,07-07-2022
Karimganj,badarpur,0,2022-07-07
Kamrup,kamalpur,0,2022-07-07
Kamrup,kayan,0,2022-07-07
Kamrup,north,2,07-07-2022
Nagaon,kampur,1250,2022-07-07
Nagaon,nagaon,102,2022-07-07
Nagaon,raha,7999.24,2022-07-07
Golaghat,bokakhat,37,2022-07-07
Dibrugarh,moran,5.93,2022-07-07
Dibrugarh,dibrugarh,0,2022-07-07
Dibrugarh,dibrugarh,0,2022-07-07
Dibrugarh,naharkatia,7.06,2022-07-07
Darrang,patharighat,1200,2022-07-07
Darrang,sipajhar,0,7-7-2022
Chirang,bijni,0,2022-07-07
Hailakandi,algapur,0,07-07-2022
Hailakandi,lala,0,2022-07-07
Hailakandi,katlicherra,0,07-07-2022
Hailakandi,hailakandi,0,07-07-2022
Morigaon,mikirbheta,1771.5,08-07-2022
Morigaon,mayong,2525,2022-08-07
Morigaon,bhuragaon,560,2022-08-07
Morigaon,morigaon,640,2022-08-07
Tamulpur,goreswar,853,2022-08-07
Sivasagar,demow,32.53,2022-08-07
Nagaon,nagaon,85,08-07-2022
Nagaon,raha,7785.22,2022-08-07
Kamrup,kayan,0,2022-08-07
Kamrup,north,2,08-07-2022
Cachar,sonai,0,08-07-2022
Cachar,silchar,0,08-07-2022
Cachar,lakhipur,0,08-07-2022
Cachar,katigorah,0,08-07-2022
Hailakandi,lala,0,2022-08-07
Hailakandi,hailakandi,0,2022-08-07
Hailakandi,katlicherra,0,2022-08-07
Hailakandi,algapur,0,2022-08-07
Golaghat,bokakhat,29,2022-08-07
Dibrugarh,moran,3.06,2022-08-07
Dibrugarh,dibrugarh,0,2022-08-07
Dibrugarh,naharkatia,3.45,2022-08-07
Chirang,bijni,0,08-07-2022
Bajali,sarupeta,0,08-07-2022
Hojai,doboka,75,08-07-2022
Hojai,hojai,38,08-07-2022
Karimganj,nilambazar,0,08-07-2022
Karimganj,karimganj,0,2022-08-07
Karimganj,badarpur,0,2022-08-07
Karimganj,patherkandi,0,2022-08-07
Bajali,sarupeta,0,10-07-2022
Nagaon,raha,3472.01,2022-10-07
Cachar,silchar,0,2022-10-07
Cachar,sonai,0,2022-10-07
Cachar,lakhipur,0,2022-10-07
Cachar,katigorah,0,2022-10-07
Chirang,bijni,0,2022-10-07
Golaghat,bokakhat,21,2022-10-07
Hailakandi,lala,0,2022-10-07
Hailakandi,hailakandi,0,2022-10-07
Hailakandi,algapur,0,2022-10-07
Hailakandi,katlicherra,0,2022-10-07
Tamulpur,goreswar,0,2022-10-07
Sivasagar,sivsagar,0,2022-10-07
Sivasagar,demow,15.4,2022-10-07
Biswanath,halem,12.5,2022-10-07
Morigaon,morigaon,620,2022-10-07
Morigaon,mayong,1100,2022-10-07
Morigaon,mikirbheta,1771.5,2022-10-07
Morigaon,bhuragaon,356,2022-10-07
Kamrup,kayan,0,2022-10-07
Hailakandi,katlicherra,0,2022-11-07
Hailakandi,hailakandi,0,2022-11-07
Hailakandi,algapur,0,2022-11-07
Hailakandi,lala,0,2022-11-07
Kamrup,kayan,0,2022-11-07
Nagaon,raha,3021.56,2022-11-07
Golaghat,bokakhat,18,11-07-2022
Chirang,bijni,0,11-07-2022
Morigaon,mayong,0,11-07-2022
Morigaon,morigaon,600,11-07-2022
Morigaon,mikirbheta,1771.5,11-07-2022
Sivasagar,demow,11.24,11-07-2022
Cachar,udharbond,0,11-07-2022
Cachar,silchar,0,11-07-2022
Cachar,katigorah,0,11-07-2022
Cachar,sonai,0,11-07-2022
Cachar,lakhipur,0,11-07-2022
Biswanath,halem,8.9,11-07-2022
Tamulpur,goreswar,0,11-07-2022
Bajali,sarupeta,0,11-07-2022
Cachar,silchar,0,12-07-2022
Cachar,lakhipur,0,2022-12-07
Cachar,katigorah,0,2022-12-07
Chirang,bijni,0,2022-12-07
Golaghat,bokakhat,15,2022-12-07
Hailakandi,algapur,0,2022-12-07
Hailakandi,lala,0,2022-12-07
Hailakandi,hailakandi,0,2022-12-07
Morigaon,mikirbheta,0,2022-12-07
Morigaon,morigaon,590,2022-12-07
Nagaon,raha,905.32,2022-12-07
Sivasagar,demow,4.6,2022-12-07
Tamulpur,goreswar,0,2022-12-07
Golaghat,bokakhat,10,2022-07-13
Chirang,bijni,0,2022-07-13
Morigaon,morigaon,550,2022-07-13
Nagaon,kampur,0,07-13-2022
Nagaon,raha,91.4,07-13-2022
Tamulpur,goreswar,0,07-13-2022
Cachar,katigorah,0,2022-07-13
Cachar,lakhipur,0,2022-07-13
Cachar,silchar,0,2022-07-13
Golaghat,bokakhat,7,07-14-2022
Morigaon,morigaon,520,2022-07-14
Tamulpur,goreswar,0,2022-07-14
Cachar,silchar,0,07-14-2022
Cachar,katigorah,0,2022-07-14
Chirang,bijni,0,2022-07-14
Morigaon,bhuragaon,0,2022-07-15
Morigaon,morigaon,430,2022-07-15
Morigaon,mikirbheta,0,2022-07-15
Karimganj,karimganj,0,07-15-2022
Karimganj,badarpur,196.66,07-15-2022
Karimganj,nilambazar,248.8,2022-07-15
Karimganj,rk,0,2022-07-15
Cachar,katigorah,0,2022-07-15
Cachar,silchar,0,2022-07-15
Tamulpur,goreswar,0,07-15-2022
Chirang,bijni,0,2022-07-15
Cachar,silchar,0,2022-07-16
Cachar,katigorah,0,2022-07-16
Chirang,bijni,0,2022-07-16
Tamulpur,goreswar,0,2022-07-16
Morigaon,morigaon,400,2022-07-16
Tamulpur,goreswar,0,2022-07-17
Morigaon,morigaon,320,2022-07-17
Cachar,silchar,0,2022-07-17
Cachar,katigorah,0,2022-07-17
Biswanath,halem,11.3,2022-07-17
Biswanath,gohpur,175,2022-07-17
Morigaon,morigaon,278,2022-07-18
Biswanath,gohpur,96,2022-07-18
Biswanath,halem,8.2,2022-07-18
Cachar,silchar,0,2022-07-18
Cachar,katigorah,0,2022-07-18
Tamulpur,goreswar,0,2022-07-18
Tamulpur,goreswar,0,2022-07-19
Morigaon,morigaon,270,2022-07-19
Cachar,silchar,0,2022-07-19
Cachar,katigorah,0,2022-07-19
Tamulpur,goreswar,0,2022-07-20
Tinsukia,sadiya,0,2022-07-20
Morigaon,morigaon,250,2022-07-20
Cachar,katigorah,0,2022-07-20
Cachar,silchar,0,2022-07-20
Tinsukia,sadiya,0,2022-07-21
Tinsukia,tinsukia,2,2022-07-21
Tamulpur,goreswar,0,2022-07-21
Morigaon,mikirbheta,0,2022-07-21
Morigaon,morigaon,235,2022-07-21
Cachar,silchar,0,2022-07-21
Cachar,katigorah,0,2022-07-21
Tamulpur,goreswar,0,2022-07-22
Morigaon,morigaon,210,2022-07-22
Cachar,silchar,0,2022-07-22
Cachar,katigorah,0,2022-07-22
Morigaon,morigaon,200,2022-07-23
Tamulpur,goreswar,0,2022-07-23
Cachar,silchar,0,2022-07-23
Cachar,katigorah,0,07-23-2022
Cachar,katigorah,0,2022-07-24
Morigaon,morigaon,196,2022-07-24
Tamulpur,goreswar,0,2022-07-24
Morigaon,morigaon,186,07-25-2022
Tamulpur,goreswar,0,2022-07-25
Cachar,katigorah,0,2022-07-25
Cachar,katigorah,0,2022-07-26
Morigaon,morigaon,176,07-26-2022
Tamulpur,goreswar,0,07-26-2022
Morigaon,morigaon,144,2022-07-27
Tamulpur,goreswar,0,2022-07-27
Charaideo,sonari,86,2022-07-27
Charaideo,sapekhati,18,07-27-2022
Tamulpur,goreswar,0,2022-07-28
Morigaon,morigaon,98,2022-07-28
Charaideo,sonari,0,2022-07-28
Charaideo,sapekhati,0,07-28-2022
Morigaon,mayong,0,2022-07-29
Morigaon,morigaon,75,07-29-2022
Tamulpur,goreswar,0,07-29-2022
Charaideo,sonari,0,2022-07-29
Dhemaji,dhemaji,141,2022-07-30
Tamulpur,goreswar,0,2022-07-30
Morigaon,morigaon,60,2022-07-30
Dhemaji,dhemaji,181,2022-07-31
Dhemaji,gogamukh,200,2022-07-31
Jorhat,titabor,20,2022-07-31
Jorhat,teok,78.7,2022-07-31
Lakhimpur,subansiri,20,2022-07-31
Tamulpur,goreswar,0,2022-07-31
Morigaon,morigaon,55,2022-07-31
Udalguri,khairabari,0,2022-01-08
Udalguri,harisinga,0,2022-01-08
Tamulpur,goreswar,78,01-08-2022
Tamulpur,tamulpur,20.08,2022-01-08
Lakhimpur,subansiri,109,01-08-2022
Jorhat,titabor,12,01-08-2022
Jorhat,teok,0,01-08-2022
Dhemaji,sissiborgaon,375,01-08-2022
Dhemaji,dhemaji,197,2022-01-08
Dhemaji,gogamukh,3871,01-08-2022
Darrang,sipajhar,0,01-08-2022
Chirang,sidli,0,2022-01-08
Chirang,bengtal,9.2,2022-01-08
Chirang,bijni,0,01-08-2022
Nalbari,tihu,12,2022-01-08
Bajali,sarupeta,0,2022-01-08
Bajali,bajali,0,2022-01-08
Baksa,baska,14,2022-02-08
Udalguri,khairabari,65,2022-02-08
Udalguri,harisinga,54,2022-02-08
Tamulpur,goreswar,19.32,2022-02-08
Lakhimpur,subansiri,130,2022-02-08
Dhemaji,dhemaji,170,2022-02-08
Dhemaji,gogamukh,3871,2022-02-08
Darrang,mangaldoi,0,2022-02-08
Darrang,sipajhar,0,2022-02-08
Chirang,bengtal,0,2022-02-08
Chirang,bijni,0,02-08-2022
Bajali,sarupeta,0,02-08-2022
Bajali,bajali,0,02-08-2022
Bajali,sarupeta,0,03-08-2022
Dhemaji,gogamukh,3871,2022-03-08
Dhemaji,dhemaji,25,2022-03-08
Dhubri,agamoni,35.5,2022-03-08
Tamulpur,goreswar,0,2022-03-08
Jorhat,titabor,10,2022-03-08
Chirang,bijni,0,2022-03-08
Kamrup,palashbari,435,2022-03-08
Udalguri,udalguri,0,2022-03-08
Udalguri,khairabari,0,2022-03-08
Udalguri,harisinga,54,03-08-2022
Darrang,mangaldoi,256,2022-03-08
Darrang,sipajhar,318,2022-03-08
Dhemaji,dhemaji,10,2022-04-08
Darrang,mangaldoi,256,2022-04-08
Chirang,bijni,0,2022-04-08
Tamulpur,goreswar,0,04-08-2022
Udalguri,khairabari,0,04-08-2022
Udalguri,harisinga,54,2022-04-08
Bajali,sarupeta,0,2022-04-08
Udalguri,harisinga,0,2022-05-08
Udalguri,khairabari,0,2022-05-08
Tamulpur,goreswar,0,2022-05-08
Dhemaji,dhemaji,10,2022-05-08
Tamulpur,goreswar,0,2022-06-08
Udalguri,khairabari,0,2022-06-08
Udalguri,harisinga,0,2022-06-08
Tamulpur,goreswar,0,2022-07-08
Tamulpur,goreswar,0,2022-08-08
Udalguri,harisinga,0,2022-08-08
Udalguri,khairabari,0,2022-08-08
Udalguri,kalaigaon,75,2022-08-08
Tamulpur,goreswar,0,2022-09-08
Udalguri,khairabari,0,2022-09-08
Udalguri,harisinga,0,2022-09-08
Tamulpur,goreswar,0,2022-10-08
Udalguri,khairabari,0,2022-10-08
Udalguri,harisinga,0,2022-10-08
Udalguri,khairabari,0,11-08-2022
Udalguri,harisinga,0,11-08-2022
Tamulpur,goreswar,0,11-08-2022
Jorhat,titabor,15,11-08-2022
Tamulpur,goreswar,0,12-08-2022
Tamulpur,goreswar,0,2022-08-13
Tamulpur,goreswar,0,08-14-2022
Tamulpur,goreswar,0,2022-08-15
Tamulpur,goreswar,0,2022-08-16
Tamulpur,goreswar,0,08-17-2022
Tamulpur,goreswar,0,2022-08-18
Karbi Anglong West,donkamokam,0,2022-08-23
Tinsukia,margherita,0,2022-08-23
Dhemaji,sissiborgaon,5.5,2022-08-25
Dhemaji,sissiborgaon,682,08-30-2022
Dhemaji,sissiborgaon,291,2022-03-09
Dhemaji,sissiborgaon,307,04-09-2022
Dhemaji,sissiborgaon,307,2022-05-09
Dhemaji,dhemaji,10,2022-05-09
Chirang,bengtal,0,05-09-2022
Dhemaji,dhemaji,10,06-09-2022
Dhemaji,jonai,20,06-09-2022
Nagaon,samaguri,6,2022-07-09
Dhemaji,dhemaji,5,2022-07-09
Dhemaji,jonai,127,2022-07-09
Nagaon,samaguri,4,2022-08-09
Morigaon,mayong,17.5,2022-08-09
Dhemaji,dhemaji,5,2022-08-09
Dhemaji,jonai,127,2022-08-09
Morigaon,mayong,23,2022-09-09
Dhemaji,jonai,127,2022-09-09
Dhemaji,jonai,127,2022-10-09
Golaghat,golaghat,10,2022-09-13
Golaghat,golaghat,10,2022-09-14
Dhemaji,jonai,443,2022-09-16
Dhemaji,jonai,22,2022-09-17
Dhemaji,sissiborgaon,150,2022-09-24
Dhemaji,jonai,20,2022-09-24
Dhemaji,jonai,104,2022-07-10
Karbi Anglong,phuloni,96.31,2022-08-10
Lakhimpur,bihpuria,0,2022-09-10
Dhemaji,sissiborgaon,480,2022-10-10
Dhemaji,jonai,232,2022-10-10
Dibrugarh,chabua,0,2022-10-10
Lakhimpur,nowboicha,0,10-10-2022
Lakhimpur,north,0,10-10-2022
Lakhimpur,bihpuria,0,10-10-2022
Dhemaji,dhemaji,120,11-10-2022
Dhemaji,jonai,325,11-10-2022
Dhemaji,sissiborgaon,820,2022-11-10
Dibrugarh,chabua,0,2022-11-10
Lakhimpur,north,10,2022-11-10
Lakhimpur,nowboicha,0,11-10-2022
Lakhimpur,bihpuria,0,2022-11-10
Lakhimpur,subansiri,25,2022-11-10
Dibrugarh,chabua,0,2022-12-10
Dhemaji,dhemaji,120,2022-12-10
Dhemaji,jonai,1085.4,2022-12-10
Dhemaji,sissiborgaon,1433,2022-12-10
Dhemaji,gogamukh,200,2022-12-10
Golaghat,bokakhat,15,2022-12-10
Lakhimpur,north,40,2022-12-10
Lakhimpur,nowboicha,0,2022-12-10
Lakhimpur,bihpuria,0,2022-12-10
Lakhimpur,subansiri,23,2022-12-10
Nagaon,kampur,105,2022-12-10
Nagaon,kampur,105,2022-10-13
Majuli,majuli,452,2022-10-13
Majuli,ujani,271.69,2022-10-13
Lakhimpur,subansiri,35,2022-10-13
Lakhimpur,nowboicha,0,2022-10-13
Lakhimpur,dhakuakhana,126,2022-10-13
Lakhimpur,north,40,2022-10-13
Lakhimpur,bihpuria,485,2022-10-13
Jorhat,jorhat,57,2022-10-13
Jorhat,teok,32.5,2022-10-13
Golaghat,bokakhat,663.5,2022-10-13
Golaghat,dergaon,69,2022-10-13
Golaghat,khumtai,20.59,10-13-2022
Dibrugarh,chabua,0,10-13-2022
Dhemaji,jonai,855.9,10-13-2022
Dhemaji,gogamukh,200,10-13-2022
Dhemaji,sissiborgaon,243,10-13-2022
Dhemaji,dhemaji,56,10-13-2022
Darrang,sipajhar,70,2022-10-13
Majuli,ujani,272.69,2022-10-14
Majuli,majuli,308.5,2022-10-14
Nagaon,nagaon,174,2022-10-14
Nagaon,kampur,105,2022-10-14
Tinsukia,tinsukia,238,2022-10-14
Lakhimpur,subansiri,20,2022-10-14
Lakhimpur,north,0,2022-10-14
Lakhimpur,nowboicha,0,2022-10-14
Lakhimpur,narayanpur,293,2022-10-14
Lakhimpur,dhakuakhana,400,2022-10-14
Lakhimpur,bihpuria,1381.5,2022-10-14
Kokrajhar,bagribari,259.63,2022-10-14
Jorhat,jorhat,103,2022-10-14
Dibrugarh,chabua,25,10-14-2022
Dibrugarh,dibrugarh,40,10-14-2022
Golaghat,dergaon,69,10-14-2022
Golaghat,bokakhat,663.5,2022-10-14
Golaghat,khumtai,20.59,2022-10-14
Dhemaji,dhemaji,16,2022-10-14
Dhemaji,sissiborgaon,15,10-14-2022
Dhemaji,gogamukh,100,2022-10-14
Dhemaji,jonai,2119.4,2022-10-14
Darrang,sipajhar,110,2022-10-14
Dhubri,chapar,283.5,2022-10-14
Dhubri,bilasipara,0,2022-10-14
Majuli,majuli,245.8,2022-10-15
Majuli,ujani,121.57,2022-10-15
Darrang,sipajhar,116,2022-10-15
Golaghat,dergaon,57.5,2022-10-15
Golaghat,bokakhat,587,2022-10-15
Golaghat,khumtai,20.59,2022-10-15
Dhubri,chapar,624,2022-10-15
Dhubri,bilasipara,237,2022-10-15
Dhubri,south,521,2022-10-15
Morigaon,mayong,733,2022-10-15
Nagaon,dhing,462,2022-10-15
Nagaon,nagaon,173,2022-10-15
Nagaon,rupahi,92,2022-10-15
South Salmara,south,436,2022-10-15
Dhemaji,jonai,2059.4,2022-10-15
Darrang,sipajhar,116,2022-10-16
Nagaon,rupahi,36,2022-10-16
Nagaon,dhing,462,2022-10-16
Golaghat,bokakhat,485,2022-10-16
Golaghat,khumtai,20.59,2022-10-16
Majuli,majuli,148,2022-10-16
Majuli,ujani,43.73,2022-10-16
Darrang,sipajhar,116,2022-10-17
Golaghat,bokakhat,321,2022-10-17
Golaghat,khumtai,4,2022-10-17
Nagaon,dhing,229,2022-10-17
Golaghat,bokakhat,225,2022-10-18
Golaghat,khumtai,4,2022-10-18
Golaghat,bokakhat,101,2022-10-19
Golaghat,bokakhat,50,2022-10-20
Cachar,udharbond,146,2022-05-26
Cachar,sonai,1103.8,2022-05-26
Cachar,lakhipur,207,2022-05-26
Cachar,silchar,1174,2022-05-26
Cachar,katigorah,2151,2022-05-26
Dima-Hasao,haflong,131.35,2022-05-26
Goalpara,lakhipur,3421,2022-05-26
Goalpara,balijana,1482,2022-05-26
Goalpara,rongjuli,324,2022-05-26
Goalpara,dudhnoi,70,2022-05-26
Goalpara,matia,576,2022-05-26
Golaghat,bokakhat,5,2022-05-26
Golaghat,khumtai,17,2022-05-26
Hojai,doboka,0,2022-05-26
Hojai,hojai,12,2022-05-26
Kamrup,chamaria,1250,2022-05-26
Kamrup,boko,48,2022-05-26
Kamrup,kamalpur,52.1,2022-05-26
Kamrup,hajo,1055,2022-05-26
Kamrup,rangia,12.5,2022-05-26
Kamrup (M),chandrapur,948,2022-05-26
Kamrup (M),sonapur,132.5,2022-05-26
Karbi Anglong West,donkamokam,0,2022-05-26
Morigaon,mayong,10252,2022-05-26
Morigaon,morigaon,4297.33,2022-05-26
Nagaon,nagaon,4232.5,2022-05-26
Nagaon,kampur,7100,2022-05-26
Nagaon,raha,6932.14,2022-05-26
Sonitpur,dhekiajuli,6.9,2022-05-26
Hojai,doboka,26,2022-08-22
Bajali,sarupeta,0,2022-09-07
Bajali,bajali,0,2022-09-07
Cachar,silchar,0,2022-09-07
Cachar,sonai,0,2022-09-07
Cachar,lakhipur,0,2022-09-07
Cachar,katigorah,0,2022-09-07
Chirang,bijni,0,2022-09-07
Dibrugarh,dibrugarh,0,2022-09-07
Dibrugarh,moran,3.06,2022-09-07
Golaghat,bokakhat,23,2022-09-07
Hailakandi,lala,0,2022-09-07
Hailakandi,algapur,0,2022-09-07
Hailakandi,katlicherra,0,2022-09-07
Hailakandi,hailakandi,0,2022-09-07
Hojai,doboka,75,2022-09-07
Hojai,hojai,32.7,2022-09-07
Kamrup,north,0,2022-09-07
Kamrup,kayan,0,2022-09-07
Karimganj,nilambazar,0,2022-09-07
Karimganj,karimganj,0,2022-09-07
Karimganj,badarpur,0,2022-09-07
Morigaon,mikirbheta,1771.5,2022-09-07
Morigaon,mayong,2525,2022-09-07
Morigaon,morigaon,635,2022-09-07
Morigaon,bhuragaon,356,2022-09-07
Nagaon,raha,3472.01,2022-09-07
Sivsagar,demow,19.6,2022-09-07
Tamulpur,goreswar,0,2022-09-07
Sivsagar,demow,2043,2022-09-07
Tamulpur,goreswar,1052,2022-09-07
